receptor,wind_sector,n_hours,obs_mean,pred_mean,resid_mean,resid_rms
SAN YSIDRO,N,4,2.95,1.2309856793247167,1.7190143206752833,2.9129090431009255
SAN YSIDRO,NNE,7,3.9285714285714284,6.027724863727104,-2.0991534351556767,7.433032568877745
SAN YSIDRO,NE,3,1.8333333333333333,1.0593202773396404,0.774013055993693,0.8162199394794861
SAN YSIDRO,ENE,1,0.4,0.3886716544357698,0.011328345564230236,0.011328345564230236
SAN YSIDRO,SSW,4,2.0,2.8004811795869213,-0.8004811795869213,1.067540198092066
SAN YSIDRO,SW,11,2.2636363636363637,1.7415291160761408,0.5221072475602224,2.3264718181055204
SAN YSIDRO,WSW,15,1.5599999999999998,1.8185721382481321,-0.25857213824813186,1.4838096488347479
SAN YSIDRO,W,20,2.005,6.843345009399623,-4.838345009399623,15.312302817434277
SAN YSIDRO,WNW,3,5.800000000000001,1.4956922108104151,4.304307789189585,4.394536283972716
SAN YSIDRO,NW,2,5.35,5.678749342872484,-0.3287493428724848,4.438354084195565
SAN YSIDRO,NNW,2,3.4,0.11147153644335864,3.2885284635566414,3.3514026989627186
NESTOR - BES,N,4,40.075,1.1889470860729838,38.88605291392702,75.86686749329272
NESTOR - BES,NNE,7,6.557142857142857,0.09438379043704746,6.462759066705809,14.011498973046393
NESTOR - BES,NE,3,7.233333333333333,8.736340192296476,-1.5030068589631442,14.320601052927568
NESTOR - BES,ENE,1,8.3,0.33229826184466293,7.967701738155338,7.967701738155338
NESTOR - BES,SSW,4,6.7749999999999995,3.9904059186078342,2.784594081392166,5.777682994926303
NESTOR - BES,SW,11,2.6818181818181817,0.8759925191523377,1.8058256626658442,3.37681634798292
NESTOR - BES,WSW,15,2.213333333333333,1.5942701378732866,0.6190631954600467,2.679588453890202
NESTOR - BES,W,20,2.29,0.41264443056306643,1.8773555694369335,5.234221287139344
NESTOR - BES,WNW,3,58.666666666666664,0.42331317976075455,58.24335348690591,98.31926069632159
NESTOR - BES,NW,2,88.8,0.39613407419682845,88.40386592580317,124.76119986309679
NESTOR - BES,NNW,2,86.7,0.13491767594532927,86.56508232405466,120.99448658615059
IB CIVIC CTR,N,4,0.75,1.000517929441605,-0.2505179294416048,1.2525756497528633
IB CIVIC CTR,NNE,7,0.8285714285714285,1.1800198216631197,-0.3514483930916916,2.3654680007507105
IB CIVIC CTR,NE,3,2.3000000000000003,9.879987899649594,-7.579987899649595,13.68815870670632
IB CIVIC CTR,ENE,1,4.0,0.51824976682448,3.48175023317552,3.48175023317552
IB CIVIC CTR,SSW,4,1.525,3.1387493921221212,-1.6137493921221213,2.0548264366484275
IB CIVIC CTR,SW,11,0.7909090909090909,0.5447045687178522,0.24620452219123867,0.4517768499079799
IB CIVIC CTR,WSW,15,0.5733333333333334,0.6520471103319949,-0.07871377699866147,0.6514746370998795
IB CIVIC CTR,W,20,0.69,3.2214767447370747,-2.5314767447370747,7.94190226110671
IB CIVIC CTR,WNW,3,0.6333333333333333,0.0009815864266066543,0.6323517469067267,0.6445863693659666
IB CIVIC CTR,NW,2,0.55,2.884079898999888e-74,0.55,0.552268050859363
IB CIVIC CTR,NNW,2,0.75,5.1606585124290817e-05,0.7499483934148757,0.7647922028062626
