metric,parameter,S1,S1_conf,ST,ST_conf
rms__IB CIVIC CTR,f_arch_drain,-0.04996399527068327,0.0846644978828255,0.004252221205149636,0.018206701723061117
rms__IB CIVIC CTR,diel_phase_hours,0.04829954261041983,0.0706818386615209,0.003936034323362196,0.023762356016157116
rms__IB CIVIC CTR,Q10,0.05785159737079879,0.07298990607082712,0.0025613432743496704,0.010171483195055613
rms__IB CIVIC CTR,f_arch_channel,-0.016978285335366192,0.019254297882049697,0.0010208792400208133,0.0047178921623085325
rms__IB CIVIC CTR,f_arch_bay,0.00047596984943647696,0.000188142983856022,1.4697974227285946e-07,4.1217779375397184e-07
rms__NESTOR - BES,diel_amplitude,0.6043119558649055,0.8679344531032471,0.35037548686233094,0.3851782727227767
rms__NESTOR - BES,baseline_scale,-0.11759378294604958,0.3556810528673092,0.27230531269765434,2.462650451948019
rms__NESTOR - BES,substrate_threshold,-0.10583352166920199,0.595015528881873,0.15635608146510063,0.4988079561684743
rms__NESTOR - BES,substrate_alpha,0.19045705331241478,0.19514829415612892,0.06181407118314372,0.0409790090628299
rms__NESTOR - BES,diel_phase_hours,-0.09246638750314144,0.21309852854034017,0.05828586075361697,0.0676874609104447
rms__NESTOR - BES,f_arch_drain,-0.13230855373286884,0.40909196716787427,0.04694509348639955,0.06278481666393755
rms__NESTOR - BES,T_ref_c,0.07163303150872243,0.2765055970648813,0.03776051539514296,0.15707088443148784
rms__NESTOR - BES,f_arch_channel,-0.050635832604600174,0.057983512771184326,0.008198711156869907,0.0072124007958723315
rms__NESTOR - BES,f_arch_estuary,0.018523479992800525,0.10658605545337482,0.004453419116327836,0.028968708955799304
rms__NESTOR - BES,Q10,0.0066519324634549785,0.1570239158957407,0.00323839044616387,0.028820394598440977
rms__NESTOR - BES,f_arch_bay,0.0012372412723854287,0.0012726866895059923,1.3973444728094136e-06,2.2277907666868597e-06
rms__SAN YSIDRO,baseline_scale,-0.16622408179197257,0.6170512040467083,0.2141594108930199,0.2749303519005878
rms__SAN YSIDRO,diel_phase_hours,0.352229548008092,0.35339222037121637,0.1172317354384433,0.13934755896141954
rms__SAN YSIDRO,f_arch_drain,0.1662765844795629,0.40095185441795583,0.07639466407315712,0.11567542898878062
rms__SAN YSIDRO,substrate_threshold,-0.008726201208931902,0.24620468691775393,0.07039750485549197,0.15155185513787586
rms__SAN YSIDRO,diel_amplitude,0.289271946619815,0.3628235792140286,0.0677174140777249,0.061260126824287366
rms__SAN YSIDRO,substrate_alpha,0.356313384443438,0.18253943554403582,0.061925852296664564,0.02220420627128894
rms__SAN YSIDRO,T_ref_c,-0.14599140413771497,0.24149104629008503,0.042035525314309395,0.06504694512235196
rms__SAN YSIDRO,Q10,-0.153969238096405,0.32199368483433294,0.034891295903209385,0.021778178034516246
rms__SAN YSIDRO,f_arch_channel,-0.026315446405285742,0.16741788395246948,0.009938506846944797,0.019254708944466604
rms__SAN YSIDRO,f_arch_estuary,-0.0013964038319245853,0.0024864325539617005,9.903681087107116e-06,2.2976427153537823e-05
rms__SAN YSIDRO,f_arch_bay,8.028980056669515e-05,0.00011060506522339366,2.4719254088039055e-08,4.860674327542493e-08
