hour,obs_SAN YSIDRO,pred_v2_SAN YSIDRO,pred_v3_SAN YSIDRO,pred_v31_SAN YSIDRO,obs_NESTOR - BES,pred_v2_NESTOR - BES,pred_v3_NESTOR - BES,pred_v31_NESTOR - BES,obs_IB CIVIC CTR,pred_v2_IB CIVIC CTR,pred_v3_IB CIVIC CTR,pred_v31_IB CIVIC CTR
2026-02-01 00:00:00-08:00,1.2,2.4373943048380523e-17,2.4532796277160567e-17,2.425275520817489e-17,18.5,0.005923021760699799,0.006228666485434795,0.00630444072168396,6.8,1.1305226055429611,1.1775973044986348,1.1681348415975845
2026-02-01 01:00:00-08:00,1.0,3.244458635731114e-249,3.4426943174684393e-249,3.538440281666959e-249,5.3,0.12912937052898166,0.13701914558147443,0.14082983250280873,2.8,0.40185798941891915,0.42985013520755866,0.4437711969026923
2026-02-01 02:00:00-08:00,1.0,0.0,0.0,0.0,3.6,2.6147550184414792e-12,3.0472545064455583e-12,3.1633288584186983e-12,2.3,0.0010005803297539948,0.001103871835212209,0.0011668707407839253
2026-02-01 03:00:00-08:00,2.6,0.0,0.0,0.0,1.8,1.3495944273912836e-05,2.01376886266843e-05,1.952096221991212e-05,1.2,0.0006694415400224654,0.0008997818029919887,0.0008779471830252174
2026-02-01 04:00:00-08:00,2.8,0.0,0.0,0.0,1.6,0.09607541494473623,0.1377647103323188,0.13416796180375365,1.2,0.4202022287330293,0.5382251179094607,0.5283328046820384
2026-02-01 05:00:00-08:00,2.4,0.0,0.0,0.0,1.3,0.050510627904568464,0.0728267596642609,0.07110544014051146,1.1,0.30768795815562655,0.3992743864587746,0.3925862664454759
2026-02-01 06:00:00-08:00,1.9,0.0,0.0,0.0,1.0,1.3324850337226333e-07,1.9541207919703148e-07,1.9124996665802634e-07,1.3,1.3283837035079157e-05,1.7425454383342198e-05,1.7177586101336475e-05
2026-02-01 07:00:00-08:00,2.8,0.0,0.0,0.0,1.4,3.3265824757122698e-09,4.7064819263951256e-09,4.633635268121899e-09,1.6,1.8679099979750407e-06,2.096546317776225e-06,2.173082339259976e-06
2026-02-01 08:00:00-08:00,3.1,0.0,0.0,0.0,1.6,3.4749208805920014e-06,4.647179513871204e-06,4.6101523678122775e-06,1.5,0.00020470815580335758,0.00024625887874020377,0.00024592200698655297
2026-02-01 09:00:00-08:00,2.2,1.1336357111163989e-88,1.4325710103901049e-88,1.4327418028769763e-88,1.8,0.5944798195510793,0.6092843968989111,0.6179253413634593,4.2,1.4108463241658593,1.3436838870242942,1.375614959888392
2026-02-01 10:00:00-08:00,3.1,1.887422360484564,1.7003420904810964,1.7493432367851742,5.6,0.46818656090080835,0.4097134073358389,0.4191042398464333,4.5,0.42529516680029883,0.5069563881122467,0.6720604172794317
2026-02-01 11:00:00-08:00,4.5,1.6551173469561897,1.4286739978162657,1.4896371399788184,5.1,1.7496548423057852,2.01903127505075,2.345938666847993,1.6,0.05947509873114714,0.08164957692207804,0.11801425563110339
2026-02-01 12:00:00-08:00,1.9,1.0123134264765157,0.7994377330715197,0.8381812537773485,1.9,0.30156993259935616,0.20247050332349587,0.2146812403180107,1.1,0.8449251322592864,1.1152071795750182,1.5385122075817574
2026-02-01 13:00:00-08:00,1.2,2.923496121292583,2.131956566473237,2.2541973015334436,1.4,0.07052750238385891,0.04315712278084151,0.04610609236426597,1.2,0.399093016655143,0.48075005036527757,0.595795404379165
2026-02-01 14:00:00-08:00,1.1,2.688491152437871,1.8406552136484609,1.9586618477817106,1.0,0.03268753514280865,0.018675148633005404,0.020034532613647092,1.4,0.21511961531882084,0.23288609844206878,0.25428852960862364
2026-02-01 15:00:00-08:00,1.5,1.0387175214817015,0.6553309006415915,0.7001676826745231,1.1,1.4640586418549972,1.0867339658293778,1.145302106010398,2.7,0.324002952796662,0.23389586405515655,0.1572863762263285
2026-02-01 16:00:00-08:00,3.8,1.6403241436756677,1.3481104803339798,1.4112978317072318,1.9,10.113884419554505,6.352381625162291,6.804395123467629,2.7,5.003031990978165,4.39402769230035,3.4003608607553493
2026-02-01 17:00:00-08:00,1.9,2.522711761936505,1.6908912159550427,1.7920827818846532,3.8,1.4265571324509607,1.2087114704784567,0.9391847305269656,2.4,1.165501863609113,1.037282971325919,0.8199182239555349
2026-02-01 18:00:00-08:00,2.6,4.566988446227102,2.631143897698331,2.7940532525679274,6.2,7.3025037995209825,5.427811957407357,5.635281266706687,2.1,0.818178103117307,0.5539168172474196,0.343233883317193
2026-02-01 19:00:00-08:00,3.9,1.9218158635369145e-07,1.7700495827891696e-07,1.80118088544582e-07,8.3,40.28345260402832,29.17153149856913,30.232944181664006,1.9,20.886144050080947,12.733642523822354,13.316734007134594
2026-02-01 20:00:00-08:00,2.1,2.547838318342759e-09,1.8986883148765328e-09,1.4107456432739276e-09,5.3,1.7802259061174116e-50,1.3729452570487485e-50,1.02360030155807e-50,2.5,1.8193683873874375e-20,1.403141594445306e-20,1.0461234137405034e-20
2026-02-01 21:00:00-08:00,1.4,1.7212843164326392e-167,1.3907015280153713e-167,1.1317683028589305e-167,3.6,17.08309015348746,14.420431023441282,12.015429341777512,2.2,1.673486437811492e-07,1.3992644774727863e-07,1.1426298035966819e-07
2026-02-01 22:00:00-08:00,1.9,1.5242645942890315e-170,1.777238369309018e-170,1.7507711203470735e-170,2.1,0.06003827639745225,0.05299227216339989,0.05301080803601582,1.7,53.375347906375154,50.22032164073929,50.29403652876702
2026-02-01 23:00:00-08:00,3.4,4.716849843558041e-110,5.925152994503633e-110,5.794882955295092e-110,2.2,2.443254669074747,2.35048689822601,2.3426148320236986,2.2,5.098299470368399,4.82900201120317,4.838431679275795
2026-02-02 00:00:00-08:00,7.1,0.0,0.0,0.0,176.8,0.38204417334659857,0.4738991067569841,0.4632107226741119,1.9,1.183886131350893,1.294021593659878,1.2771138001567153
2026-02-02 01:00:00-08:00,8.9,3.1809702408973567e-115,4.495290180612526e-115,4.360077868912222e-115,85.2,1.5335027431979336,1.6636836738506593,1.6439231903270624,3.4,3.2988556181544593,3.4882109667820305,3.46816670049595
2026-02-02 02:00:00-08:00,6.0,2.8260337754591193e-217,4.152273263382237e-217,4.021918131506978e-217,41.9,0.6226167188182263,0.800576852205217,0.7818023117234628,2.4,1.4826182544189461,1.6665081403917563,1.6480503998782685
2026-02-02 03:00:00-08:00,5.0,0.0,0.0,0.0,6.3,8.535434612084971e-07,1.276683224334329e-06,1.2374137931488186e-06,1.6,6.112625384367447e-05,8.209707743276381e-05,8.011093684881923e-05
2026-02-02 04:00:00-08:00,4.4,0.0,0.0,0.0,8.0,0.05739957763031697,0.08288084461899009,0.08068353573881416,2.3,0.2970620596827062,0.38483441664353835,0.37741094158068816
2026-02-02 05:00:00-08:00,3.9,0.0,0.0,0.0,5.1,0.28922418964602536,0.4040391260021749,0.3952402092180369,2.4,0.9158413331087827,1.128576742939587,1.1145475208721474
2026-02-02 06:00:00-08:00,3.5,0.0,0.0,0.0,6.4,4.782756930061619e-10,7.031746080592919e-10,6.88098547608882e-10,2.2,1.2096211764572758e-05,1.3401457030134462e-05,1.4434609252830597e-05
2026-02-02 07:00:00-08:00,3.4,0.0,0.0,0.0,11.7,4.512700003249306e-06,4.807466841936754e-06,5.0897768869666765e-06,15.6,0.019901153225394045,0.02119950683281819,0.02244492123934876
2026-02-02 08:00:00-08:00,3.9,0.0,0.0,0.0,8.0,1.900741569039482e-06,1.9227629152112097e-06,1.977905397020478e-06,16.7,0.19256357474134173,0.19479456291724806,0.20038103890575243
