hour,obs_SAN YSIDRO,obs_NESTOR - BES,obs_IB CIVIC CTR,pred_seed_SAN YSIDRO,pred_seed_NESTOR - BES,pred_seed_IB CIVIC CTR,pred_fit_SAN YSIDRO,pred_fit_NESTOR - BES,pred_fit_IB CIVIC CTR
2026-03-14 12:00:00-07:00,6.3,3.0,0.8,0.6368746803417684,0.03659773853616961,1.7859222632681258,1.3930786652701517,1.48284941514281e-11,16.68603435646794
2026-03-14 13:00:00-07:00,5.5,7.3,1.7,4.5866259664053874,0.39613606001841983,0.031221850724392902,24.527216204451232,79.09745108769764,2.2384997506112173e-05
2026-03-14 14:00:00-07:00,3.6,19.0,4.8,2.2209664584389303e-58,1.0275906650317594,1.21627279975692,5.719045792992366e-59,7.2208465277050795,88.26388865430138
2026-03-14 15:00:00-07:00,2.4,24.4,9.3,10.18053897929922,12.534977421394235,0.05716756364542991,2.6209498174490147,82.11793383406336,4.2028771942387816e-17
2026-03-14 16:00:00-07:00,3.0,262.4,72.8,0.1832749188957864,0.15335013113270013,2.1023961605364717e-06,0.04719376332256586,4.227660991721587,0.0004196875449508257
2026-03-14 17:00:00-07:00,53.6,270.1,26.6,0.4483231654919541,1.2759171734154777e-05,6.912655298811277e-214,27.924767015512977,0.0004896925813483408,2.6530531038975957e-212
2026-03-14 18:00:00-07:00,7.5,253.9,58.2,2.119104901416508e-07,2.053646636229504,5.942701467235943e-06,5.456749661980015e-08,209.6633322926341,0.0011866091839825683
2026-03-14 19:00:00-07:00,6.0,49.5,25.2,0.0,2.719489555805968e-228,7.894884859483031e-05,0.0,1.6939306252471014e-226,0.004917609342432104
2026-03-14 20:00:00-07:00,1.7,3.3,7.8,0.0,7.103094720333598e-133,9.009973251847951e-07,0.0,1.8290651721999946e-133,5.612181738804002e-05
2026-03-14 21:00:00-07:00,1.0,2.4,1.6,0.0,2.2993813784548506e-128,2.80394687704133e-07,0.0,5.92096623025106e-129,1.74653786643377e-05
2026-03-14 22:00:00-07:00,0.7,3.1,3.0,3.931187129399386e-115,2.011615544853273,1.7285689611653845,1.0122908037818749e-115,31.5439639551977,11.89113604053173
2026-03-14 23:00:00-07:00,1.0,1.5,4.7,11.072589235239896,0.34272917046166146,9.551189312809337e-59,23.874831635446878,3.202149853276374,8.923763161282628e-58
2026-03-15 00:00:00-07:00,0.9,1.9,2.2,0.029565366621994084,0.028570594543793508,1.742959760795827e-14,1.644346008757282,1.0965286510920318,6.68941904877445e-13
2026-03-15 01:00:00-07:00,1.1,1.5,1.6,1.912773750382686e-197,1.3371466995257265e-08,0.013498140373032859,1.1914390434133233e-195,8.328892971620292e-07,0.8403684196980675
2026-03-15 02:00:00-07:00,1.0,1.5,1.3,0.0,4.451694656399744e-15,0.010535980144730487,0.0,2.7728960740536957e-13,0.6562708057464651
2026-03-15 03:00:00-07:00,0.8,1.3,1.4,0.010254599429667565,0.0012378623987324634,5.477194286807291e-32,0.25433808780771466,0.015199348432295437,5.117392505119744e-31
2026-03-15 04:00:00-07:00,1.6,1.7,2.0,0.4184436108495445,0.40966461264996024,8.474422587566129e-23,0.9853785221637286,3.827533785314054,7.917730203362544e-22
2026-03-15 05:00:00-07:00,3.5,1.8,1.4,0.4154912495414745,0.015489260575230165,1.889452382256662e-11,26.738982845036816,0.1439586552856267,1.7653325687060736e-10
2026-03-15 06:00:00-07:00,2.9,3.2,0.6,0.671226438297365,0.3331588222725168,0.011650759780777542,29.096010874129313,5.248677689260366e-10,0.10885410971094565
2026-03-15 07:00:00-07:00,1.3,3.1,0.4,0.6449055847968397,0.3147030775756297,0.0202974459696154,23.603583940121034,8.223050023389783e-11,0.1896408862599562
2026-03-15 08:00:00-07:00,1.7,1.3,0.4,0.3528277476289443,0.03290651093357942,0.6862162978162981,1.1516133712437444,4.5070105850549443e-13,6.411381366833842
2026-03-15 09:00:00-07:00,1.4,1.9,0.4,0.707056201086905,0.3470231742255983,0.020135820699550975,26.683604654821984,1.2403169740127516e-10,0.18813080664191437
2026-03-15 10:00:00-07:00,2.2,1.3,0.4,0.5562448380337836,0.07868573939106016,0.6564938958375003,2.8333646308939855,2.3139502746553264e-14,6.133682258213394
2026-03-15 11:00:00-07:00,3.2,2.7,0.7,0.5541708105670046,0.0010125512806998306,1.5404350717631947,1.1760877841929323,8.484395652355302e-08,14.392425168782298
2026-03-15 12:00:00-07:00,3.1,4.6,1.1,1.4492664674401121,1.3547712863179738e-05,0.45996808249745313,9.51597493855942,0.0025685587369351304,4.297523678458411
2026-03-15 13:00:00-07:00,1.1,2.7,3.6,0.9077427162338199,0.2590485759817069,4.059331826345879e-15,11.087412701748809,2.420303890299741,3.792670695238538e-14
2026-03-15 14:00:00-07:00,8.1,299.4,1.5,4.641734985354745,0.7721324980060564,5.507352295901048e-26,17.618939878619127,7.214104248398559,5.145569407618771e-25
2026-03-15 15:00:00-07:00,17.1,252.2,0.4,21.664001419763263,0.09020772493760078,2.227975751301701,14.64685146378567,4.078308294777094e-62,20.81618035466322
2026-03-15 16:00:00-07:00,8.9,273.5,7.9,0.0,21.82874566351957,10.0269416705175,0.0,150.2633457209835,12.419604798388933
2026-03-15 17:00:00-07:00,3.0,139.5,34.0,0.0,4.513333519075836e-63,2.5206321981754697e-50,0.0,1.1621949975420238e-63,1.2664742404647316e-48
2026-03-15 18:00:00-07:00,0.7,32.5,9.8,0.0,2.119939939886633e-49,0.016387741727439203,0.0,1.320479859976591e-47,1.0207686781323941
2026-03-15 19:00:00-07:00,0.8,24.0,4.5,0.0,6.668307089001678e-110,0.4695370775972625,0.0,4.153591828472615e-108,29.246783968446156
2026-03-15 20:00:00-07:00,0.6,16.3,4.1,0.0,0.0,0.0002689176290386623,0.0,0.0,0.016750489316088794
2026-03-15 21:00:00-07:00,0.9,3.7,1.4,0.0,1.350622243697914e-34,2.1597719759791535e-15,0.0,8.412830182985584e-33,8.289129859502589e-14
2026-03-15 22:00:00-07:00,1.1,4.9,0.8,0.0,1.4118542965221468e-156,1.5120771805402677e-05,0.0,3.635561151391068e-157,0.0009418509581645912
2026-03-15 23:00:00-07:00,2.3,2.1,1.0,0.0,4.0990917271096254e-63,1.6904788682553294e-16,0.0,2.553264820386551e-61,1.0529747835056852e-14
