receptor,wind_sector,n_hours,obs_mean,pred_mean,resid_mean,resid_rms
SAN YSIDRO,N,9,30.311111111111114,7.930705580049312,22.3804055310618,42.71167636257392
SAN YSIDRO,NNE,7,10.0,10.114142840079134,-0.11414284007913368,14.150412979422342
SAN YSIDRO,NE,13,7.646153846153846,0.6630059445060457,6.983147901647799,10.93045481687843
SAN YSIDRO,ENE,13,6.246153846153847,0.4836078434304206,5.7625460027234245,9.330039110604618
SAN YSIDRO,E,14,5.957142857142856,0.9397689393712575,5.017373917771599,11.121560023747758
SAN YSIDRO,ESE,13,2.707692307692308,0.0024385219318249873,2.7052537857604824,3.603733612835655
SAN YSIDRO,SE,20,4.470000000000001,9.37602040717366e-10,4.469999999062398,6.949676251157699
SAN YSIDRO,SSE,17,3.4941176470588236,0.0007259141670236594,3.4933917328918,5.122128413296948
SAN YSIDRO,S,12,5.0,1.1174677712274075,3.8825322287725927,6.643454755540592
SAN YSIDRO,SSW,15,4.613333333333332,3.3350994770754543,1.2782338562578797,6.830014475756245
SAN YSIDRO,SW,18,3.738888888888889,1.283785470902992,2.455103417985897,4.473929678299181
SAN YSIDRO,WSW,38,4.771052631578947,1.7801923863767355,2.990860245202213,8.925267020033345
SAN YSIDRO,W,60,5.566666666666667,4.948701608979744,0.6179650576869232,8.052772525326963
SAN YSIDRO,WNW,39,6.38974358974359,1.6870230911245359,4.702720498619054,8.770861284504434
SAN YSIDRO,NW,9,15.38888888888889,0.618288890095296,14.770599998793593,19.675709612084347
SAN YSIDRO,NNW,7,29.328571428571426,2.20986941399172,27.118702014579714,41.19058095735858
NESTOR - BES,N,9,13.411111111111111,4.426925868257778,8.984185242853334,17.902754539357208
NESTOR - BES,NNE,7,96.6,4.102013945163575,92.49798605483643,141.57194700135798
NESTOR - BES,NE,13,50.53076923076923,6.716137945183366,43.81463128558586,79.9532309147824
NESTOR - BES,ENE,13,47.707692307692305,1.537073063112833,46.17061924457948,93.81709248856772
NESTOR - BES,E,14,16.307142857142857,1.846233139994175,14.460909717148681,34.88478929245613
NESTOR - BES,ESE,13,34.23846153846154,3.252137078075783,30.986324460385752,70.95352609304354
NESTOR - BES,SE,20,95.29499999999999,6.052505279721315,89.2424947202787,124.18967493780052
NESTOR - BES,SSE,17,72.09411764705884,2.5556148978504987,69.5385027492083,102.45503417215961
NESTOR - BES,S,12,92.98333333333333,29.575474234075685,63.40785909925765,158.36280315239983
NESTOR - BES,SSW,15,31.14666666666667,9.110092772575165,22.03657389409151,37.91435701663082
NESTOR - BES,SW,18,57.89999999999999,0.8284128031564285,57.07158719684358,181.8106774639082
NESTOR - BES,WSW,40,7.7299999999999995,1.4314591200356332,6.298540879964366,20.5875009681512
NESTOR - BES,W,60,12.34,0.5546567304878888,11.785343269512113,52.13108987879468
NESTOR - BES,WNW,42,1.0523809523809522,0.04688070620194592,1.0055002461790064,3.10869494613459
NESTOR - BES,NW,9,1.7111111111111112,0.6885992239308393,1.0225118871802716,4.143290568801742
NESTOR - BES,NNW,7,83.21428571428571,0.7121462723254551,82.50213944196027,155.59749105260838
IB CIVIC CTR,N,9,1.4222222222222223,24.121319188463943,-22.699096966241726,30.033147563863576
IB CIVIC CTR,NNE,7,0.7857142857142858,0.003879905730572434,0.7818343799837134,1.0931777044312319
IB CIVIC CTR,NE,13,4.23076923076923,6.53657571608034,-2.3058064853111095,11.603891049412217
IB CIVIC CTR,ENE,13,3.092307692307692,2.66875716405508,0.4235505282526123,5.057073559645403
IB CIVIC CTR,E,14,5.371428571428572,2.903998015566899,2.467430555861672,14.5989653429576
IB CIVIC CTR,ESE,13,12.353846153846153,5.2006172976534275,7.153228856192725,31.097075783887632
IB CIVIC CTR,SE,20,38.83,41.2302172743715,-2.400217274371498,104.74429934873453
IB CIVIC CTR,SSE,17,17.423529411764708,5.247716905282805,12.175812506481902,19.519676346125514
IB CIVIC CTR,S,11,18.29090909090909,5.249749837510116,13.041159253398975,19.579563146739705
IB CIVIC CTR,SSW,14,12.157142857142858,2.5837991049471145,9.57334375219574,22.59240985509871
IB CIVIC CTR,SW,18,2.772222222222222,0.4341749591861201,2.3380472630361018,6.169741394897578
IB CIVIC CTR,WSW,42,1.2666666666666666,0.7294813549204457,0.537185311746221,2.6543990827230455
IB CIVIC CTR,W,57,1.1228070175438596,1.5327740135213528,-0.40996699597749325,4.073522229710344
IB CIVIC CTR,WNW,42,0.5214285714285714,0.01048021773152523,0.5109483536970462,0.6673234112374586
IB CIVIC CTR,NW,9,0.48888888888888893,1.2267836725587428e-19,0.48888888888888893,0.5077182070575939
IB CIVIC CTR,NNW,7,0.8571428571428573,0.023163724251912304,0.8339791328909449,1.2347974934383035
