hour,obs_SAN YSIDRO,pred_v2_SAN YSIDRO,pred_v3_SAN YSIDRO,pred_v31_SAN YSIDRO,obs_NESTOR - BES,pred_v2_NESTOR - BES,pred_v3_NESTOR - BES,pred_v31_NESTOR - BES,obs_IB CIVIC CTR,pred_v2_IB CIVIC CTR,pred_v3_IB CIVIC CTR,pred_v31_IB CIVIC CTR
2026-02-01 00:00:00-08:00,1.2,1.7940977401139314e-05,0.16617215356352869,0.2745708345614942,18.5,1.103349575392857,1.2622396391164217,1.313122587381108,6.8,1.1597252509386178,1.1795617146908954,1.1716151595793125
2026-02-01 01:00:00-08:00,1.0,1.410924037418728,1.2722967331743138,1.2479106982984027,5.3,1.4580694564228753,1.4226244057785924,1.3819233620907212,2.8,0.18691795920937446,0.21158543280346212,0.2166663814078011
2026-02-01 02:00:00-08:00,1.0,0.0020641450917716197,0.0019679572654868692,0.001952364032515688,3.6,0.44463194478188617,0.4274318017500919,0.42507119336876625,2.3,0.15626176856525248,0.15296920743860218,0.1503136966364272
2026-02-01 03:00:00-08:00,2.6,2.6574640374645837e-09,2.6493106386524043e-09,2.64653509141129e-09,1.8,0.1450654190514583,0.24984409981313513,0.28224801100672237,1.2,0.16114631407901256,0.21369168010089057,0.22966535485678716
2026-02-01 04:00:00-08:00,2.8,4.313487310720999e-21,4.412755868854397e-21,4.413240411315929e-21,1.6,0.18221195201853993,0.338854337377305,0.3429671697707,1.2,0.4438588994990693,0.6320376879646136,0.5849573073451716
2026-02-01 05:00:00-08:00,2.4,8.448829260558427e-19,8.701180117406871e-19,8.666008804022706e-19,1.3,0.20943322100454909,0.42051930121652004,0.4579951291896331,1.1,0.3611190087084221,0.5553267670069472,0.5239115642294996
2026-02-01 06:00:00-08:00,1.9,2.9524408692743807e-07,3.0027168314910384e-07,2.9626266109809123e-07,1.0,0.15373842616095293,0.18319700145583673,0.18885886099580548,1.3,0.1887355904477018,0.2038218555460043,0.20467571484648436
2026-02-01 07:00:00-08:00,2.8,6.17663409176656e-06,6.086269402277783e-06,5.916452610340447e-06,1.4,0.23623649049391637,0.24432447988483433,0.24087735101875948,1.6,0.18848451265936922,0.1894671101058047,0.18524826006335515
2026-02-01 08:00:00-08:00,3.1,7.026645773585799e-09,6.58431523126258e-09,6.2684053648603126e-09,1.6,0.10042763270683697,0.14772551905197695,0.15646828465095897,1.5,0.12744613117799947,0.14612222722914545,0.14692110505230893
2026-02-01 09:00:00-08:00,2.2,2.5149617367297232e-20,2.2014980602214006e-20,2.0385670138412344e-20,1.8,0.5971944054523751,0.6650046500949246,0.6404383865854376,4.2,1.4010310657448297,1.451401578668492,1.4106245365540007
2026-02-01 10:00:00-08:00,3.1,1.88975846660225,1.7718777799192977,1.810889312836834,5.6,0.4652264337067354,0.42845812775642494,0.43000372874564335,4.5,0.39026185314772704,0.5732598874767669,0.6881021980715516
2026-02-01 11:00:00-08:00,4.5,1.658063103065581,1.5306877207214733,1.5640380854456983,5.1,1.7520017354732476,2.4884067871502724,2.63537024125384,1.6,0.051729144084664044,0.09482167875245864,0.1211368225946697
